4500018215	F	01.07.2018	EHPUSER575	USD	10	100-100	3000	 100,000	 1.000,00	100.000,00	PC
4600000120	K	11.07.2018	EHPUSER337	EUR	10		5	   0,000	     0,00	      0,00	
4600000121	K	09.08.2018	EHPUSER918	USD	10	M-07	1000	   0,000	   580,12	      0,00	PC
4600000122	K	10.08.2018	EHPUSER337	EUR	10		5	   0,000	     0,00	      0,00	
4600000122	K	10.08.2018	EHPUSER337	EUR	20		5	   0,000	     0,00	      0,00	
4600000122	K	10.08.2018	EHPUSER337	EUR	30		5	   0,000	     0,00	      0,00	
4600000122	K	10.08.2018	EHPUSER337	EUR	40		5	   0,000	     0,00	      0,00	
4600000122	K	10.08.2018	EHPUSER337	EUR	50		5	   0,000	     0,00	      0,00	
4600000122	K	10.08.2018	EHPUSER337	EUR	60		5	   0,000	     0,00	      0,00	
4600000122	K	10.08.2018	EHPUSER337	EUR	70		5	   0,000	     0,00	      0,00	
4600000122	K	10.08.2018	EHPUSER337	EUR	80		5	   0,000	     0,00	      0,00	
4600000122	K	10.08.2018	EHPUSER337	EUR	90		5	   0,000	     0,00	      0,00	
4600000122	K	10.08.2018	EHPUSER337	EUR	100		5	   0,000	     0,00	      0,00	
4600000122	K	10.08.2018	EHPUSER337	EUR	110		5	   0,000	     0,00	      0,00	
4600000122	K	10.08.2018	EHPUSER337	EUR	120		5	   0,000	     0,00	      0,00	
4600000123	K	13.08.2018	EHPUSER919	USD	10	M-DD	1000	   0,000	   148,51	      0,00	PC
4600000124	K	15.08.2018	EHPUSER919	USD	10	M-07	1000	   0,000	   580,12	      0,00	PC
4600000125	K	24.08.2018	EHPUSER337	EUR	10		5	   0,000	     0,00	      0,00	
4600000125	K	24.08.2018	EHPUSER337	EUR	20		5	   0,000	     0,00	      0,00	
4600000125	K	24.08.2018	EHPUSER337	EUR	30		5	   0,000	     0,00	      0,00	
4600000125	K	24.08.2018	EHPUSER337	EUR	40		5	   0,000	     0,00	      0,00	
4600000125	K	24.08.2018	EHPUSER337	EUR	50		5	   0,000	     0,00	      0,00	
4600000125	K	24.08.2018	EHPUSER337	EUR	60		5	   0,000	     0,00	      0,00	
4600000125	K	24.08.2018	EHPUSER337	EUR	70		5	   0,000	     0,00	      0,00	
4600000125	K	24.08.2018	EHPUSER337	EUR	80		5	   0,000	     0,00	      0,00	
4600000125	K	24.08.2018	EHPUSER337	EUR	90		5	   0,000	     0,00	      0,00	
4600000126	K	21.09.2018	USERSY04	EUR	10	200000178		   0,000	    12,00	      0,00	2
4600000127	K	28.09.2018	EHPUSER124	USD	10	RB-COFFEE-BEANS		   0,000	     9,00	      0,00	LB
4600000128	K	28.09.2018	EHPUSER124	USD	10	RB-COFFEE-BEANS		   0,000	     9,00	      0,00	LB
4600000129	K	28.09.2018	EHPUSER124	USD	10	RB-COFFEE-BEANS		   0,000	     8,50	      0,00	LB
4600000130	K	01.10.2018	EHPUSER124	USD	10	RB-COFFEE-BEANS	RUBY	   0,000	     9,65	      0,00	LB
